 1167   68.42   15.25     3   Sortland
 1168   68.39   15.17 -9999   Kleiva_I_Sortland
 1169   66.51   15.19    81   Saltdal
 1170   67.14   15.19 -9999   Fauske-Veten
 1172   68.00   15.37    53   Finnoy_I_Hamaroy
 1180   68.48   16.32    45   Harstad
 1182   68.35   16.35 -9999   Evenskjer
 1183   68.31   16.41    26   Evenes_(Civ_Mil)
 1189   68.29   16.53    19   Liland
 1191   68.17   17.19     6   Skjomen-Slettjord
 1192   68.25   17.39 -9999   Straumsnes
 1193   68.26   17.24    30   Narvik_Framnes
 1194   68.28   17.30    23   Narvik_Iii_Framnes
 1196   68.54   17.49 -9999   Tenevoll
 1199   68.45   23.32   382   Siccajavre
 1203   62.02    4.59    41   Krakenes_(Lgt-H)
 1205   62.20    5.16    41   Svinoy_(Lgt-H)
 1209   62.11    6.04    74   Orsta-Volda_Hovden
 1210   62.34    6.07    22   Alesund_Vigra
 1212   62.52    6.32    15   Ona_Ii
 1215   62.59    7.07    19   Hustad-Nerland
 1216   62.37    7.13    21   Hjelvik_I_Romsdal
 1217   62.45    7.16     3   Molde_Aro
 1218   62.14    7.25    17   Tafjord
 1223   63.07    7.50    62   Kristiansund_Kvernb
 1224   63.28    7.45    13   Skalmen_(Lgt-H)
 1225   63.31    7.57     5   Veiholmen
 1227   62.51    8.18    69   Tingvoll-Hanem
 1228   63.51    8.27     6   Sula
 1230   62.16    8.12 -9999   Bjorli
 1231   62.14    8.22   621   Lesjaskog
 1232   63.12    9.00    47   Vinjeora_Ii
 1233   62.05    9.07 -9999   Dombaas
 1234   63.19    9.51 -9999   Orkdal-Thamshamn
 1238   62.07    9.17   974   Fokstua_Ii
 1240   64.10    9.25    16   Halten_(Lgt-H)
 1241   63.42    9.36     7   Orland_Iii(Nor-Afb)
 1245   62.36    9.41   606   Oppdal-Bjorke
 1252   62.49   10.01   475   Berkak-Lyngholt
 1253   62.57   10.11 -9999   Soknedal
 1254   62.59   10.33 -9999   Kotsoy
 1257   63.25   10.27   127   Trondheim/Voll
 1259   64.24   10.27    18   Buholmrasa_(Lgt-H)
 1262   64.48   10.33    33   Nordoyan_(Lgt-H)
 1265   62.16   10.44   484   Tynset-Hansmoen
 1271   63.28   10.56    17   Trondheim_Vaernes
 1273   63.14   11.01   160   Selbu
 1274   63.13   11.07   242   Selbu-Stubbe
 1277   64.01   11.27 -9999   Steinkjer
 1278   63.48   11.34    83   Verdal-Stiklestad
 1280   64.15   11.12    87   Namdalseid
 1281   64.44   12.51 -9999   Namsskogan
 1282   64.50   11.09     4   Rorvik
 1288   62.34   11.23   630   Roros_(City)
 1289   62.35   11.21   626   Roros_Airport
 1290   64.28   11.35     2   Namsos_Airport
 1291   64.32   12.23 -9999   Gartland
 1292   63.27   11.42   240   Meraker-Krogstad
 1293   63.25   11.44   171   Meraker-Egge
 1295   64.35   12.32    27   Harran
 1298   64.27   13.43   438   Nordli-Holand
 1300   61.12    2.16    78   Gullfaks
 1304   61.34    4.41    25   Ytteroyane_(Lgt-H)
 1306   60.45    4.43    23   Hellisoy_(Lgt-H)
 1307   60.45    4.43    20   Fedje
 1309   61.34    4.48    10   Kinn_Island
 1310   61.35    5.02     9   Floro
 1311   60.18    5.13    50   Bergen_Flesland_Afb
 1317   60.23    5.20    36   Bergen_Florida
 1319   61.02    5.23    38   Takle
 1320   61.50    6.07    60   Sandane_Anda
 1321   61.53    5.39   208   Dombestein
 1322   61.27    5.54    64   Forde-Vie
 1323   61.24    5.46   319   Forde_Bringelandsas
 1325   60.50    5.57   114   Modalen_Ii
 1327   60.23    5.58 -9999   Kvamskogen-Jonshogdi
 1328   60.24    5.55   408   Kvamskogen
 1329   60.21    6.16    50   Kvamsoy
 1330   60.13    5.59     6   Omastrand
 1332   61.26    6.46     3   Fjaerland-Bremuseet
 1336   60.39    6.30   122   Voss_Bomoen_(Mil)
 1337   60.38    6.26    55   Vossevangen
 1338   61.10    6.39    51   Vangsnes_Aut
 1339   61.10    6.39 -9999   Vangsnes
 1340   60.25    7.17   735   Fet_I_Eidfjord
 1341   60.28    6.52   166   Eidfjord-Bu
 1344   60.41    6.45   560   Reimegrend
 1345   61.52    6.45    78   Olden-Vangberg
 1347   61.09    7.08   497   Sogndal_Haukasen
 1350   60.36    7.32  1208   Finsevatn
 1351   60.36    7.30  1224   Finse_Iii
 1352   60.22    7.30  1255   Dyranut
 1355   61.04    7.31    36   Laerdal-Tonjum
 1356   60.26    7.49  1170   Lappsteinen_(Aut)
 1357   61.30    7.42    35   Fortun
 1359   60.32    8.12   773   Geilo-Oldebraten
 1360   61.54    7.52   711   Brata
 1361   62.01    7.40 -9999   Grotli_Iii
 1364   60.31    8.13   810   Geilo-Geilostolen
 1365   61.43    8.20 -9999   Elveseter-Sletten
 1366   61.34    8.00  1413   Sognefjell
 1367   60.59    9.14   365   Fagernes
 1368   61.00    9.18   822   Fagernes_Leirin
 1370   61.31    9.23   865   Skabu-Storslaen
 1372   60.34    9.08   167   Nesbyen-Skoglund
 1373   60.34    9.08   167   Nesbyen-Todokk
 1374   60.56   10.02   542   Vest-Torpa_Ii
 1375   61.28   10.08 -9999   Kvitfjell
 1376   60.23    9.36 -9999   Gulsvik_Ii
 1378   61.06   10.29 -9999   Lillehammer-Saether
 1379   61.53   10.09   739   Sor-Nesset
 1380   61.39   10.07   940   Venabu
 1383   61.24   11.09   255   Evenstad-Overenget
 1384   60.12   11.05   204   Oslo_Gardermoen
 1385   60.49   11.04   221   Hamar
 1386   60.48   11.06 -9999   Hamar_Ii
 1389   61.10   11.27   240   Haugedalshogda
 1391   60.37   12.01   184   Flisa
 1392   60.37   12.01   185   Flisa_Ii
 1393   61.53   12.03   674   Drevsjo
 1397   61.18   12.16   360   Trysil_Vegstasjon
 1400   56.13    3.13    29   Ekofisk_Platform
 1401   59.59    2.15    48   Frigg
 1403   59.18    4.53    56   Utsira_(Lgt-H)
 1406   59.55    5.04    16   Slatteroy_(Lgt-H)
 1408   59.21    5.13    24   Haugesund_Karmoy
 1411   59.04    5.25    22   Kvitsoy_-_Nordbo
 1412   58.39    5.33    26   Obrestad_(Lgt-H)
 1414   59.35    5.30 -9999   Alfjorden
 1415   58.53    5.38     9   Stavanger_Sola(Afb)
 1416   58.57    5.44 -9999   Stavanger_Vaaland
 1417   59.29    5.45    65   Nedre_Vats
 1418   59.51    5.46    60   Upsanger_Lake
 1419   59.03    6.07 -9999   Liarvatn
 1422   59.10    6.02 -9999   Fister_Sigmundstad
 1423   59.11    6.04     1   Fister
 1424   59.39    6.22     6   Sauda
 1425   58.33    6.21    66   Ualand-Bjuland
 1427   58.07    6.34    14   Lista_(Lgt-H)
 1428   58.06    6.38    10   Lista_Farsund_(Afb)
 1430   58.01    7.27 -9999   Mandal_Iii
 1431   58.56    6.55   557   Sirdal-Sinnes
 1432   58.53    6.51   500   Sirdal-Tjorhom
 1433   59.50    6.59  1081   Midtlaeger
 1434   59.46    7.22   822   Vaagsli
 1435   59.49    7.13  1019   Haukelisaeter_Broyt
 1436   57.59    7.03    13   Lindesnes_(Lgt-H)
 1439   58.15    7.19 -9999   Konsmo-Eikeland
 1441   59.35    7.23   836   Hovden-Lundane
 1442   58.40    7.48   211   Byglandsfjord-Solba
 1445   59.22    8.03   400   Skafsa
 1446   59.38    8.16   714   Oyfjell_I_Telemark
 1447   59.30    8.12   562   Hoydalsmo_Ii
 1448   58.04    8.03     8   Oksoy_(Lgt-H)
 1450   59.50    8.11   977   Mosstrand_Ii
 1452   58.12    8.05    17   Kristiansand_Kjevik
 1455   59.02    8.31   255   Tveitsund
 1459   58.39    8.38   161   Nelaug
 1465   58.24    8.48    15   Torungen_(Lgt-H)
 1467   58.38    9.09     5   Lyngor_(Lgt-H)
 1468   60.11   12.00   148   Kongsvinger
 1469   60.10   10.15   140   Honefoss-Hoyby
 1470   59.23    9.11    93   Gvarv
 1471   60.03    9.09   275   Veggli_Ii
 1473   59.37    9.38   173   Kongsberg_Brannstasjon
 1474   59.54    9.32   294   Lyngdal_I_Numedal
 1475   59.11    9.34   141   Skien_Geiteryggen
 1476   58.52    9.36     5   Jomfruland_(Lgt-H)
 1477   59.40    9.39   169   Kongsberg_Iv
 1478   58.59    9.46     6   Langoytangen_(Lh)
 1480   59.45   10.08 -9999   Drammen_Berskog
 1481   59.14   10.21    26   Melsom
 1482   59.02   10.32     8   Ferder_(Lgt-H)
 1483   59.12   10.16    88   Torp_(Civ_Nor-Afb)
 1484   59.26   10.36    12   Jelov_Island
 1488   59.54   10.37    17   Oslo_Fornebu
 1490   59.59   10.41   514   Tryvasshogda_Ii
 1492   59.57   10.43    97   Oslo_Blindern
 1494   59.23   10.47    53   Rygge_(Nor-Afb)
 1495   59.09   10.50    10   Stromtangen_Lh
 1496   59.48   11.28   154   Holand-Loken
 1497   59.00   11.32   157   Prestebakke
 1498   59.58   12.13   153   Magnor
 1499    0.00    0.00 -9999   Vaeroy
 2012   67.44   17.28   521   Ritsem
 2013   67.44   17.28   532   Ritsem
 2019   68.25   18.10   516   Katterjakk_A
 2020   68.25   18.10   517   Katterjakk
 2022   68.21   18.49   394   Abisko_(Aut)
 2023   68.26   18.38   512   Tornehamn_(Aut)
 2024   67.30   18.18   425   Stora_Sjoefallet
 2026   67.19   18.53   385   Aluokta
 2029   67.55   18.36  1151   Tarfala
 2031   68.04   19.50   493   Rensjoen
 2032   68.13   19.43   393   Tornetrask
 2036   67.51   19.02   468   Nikkaluokta
 2038   67.15   20.16   453   Latnivaara
 2043   67.56   21.04   351   Esrange
 2044   67.49   20.20   459   Kiruna_Airport
 2045   67.50   20.26   408   Kiruna_Geofysiska
 2048   67.10   20.40   373   Malmberget
 2049   67.09   20.50   360   Gallivare_Airport
 2054   68.03   21.46   360   Nedro_Soppero
 2055   68.41   21.32   402   Naimakka
 2060   68.41   21.32   403   Naimakka
 2064   67.20   22.14   240   Saittarova
 2072   67.44   22.50   313   Porkalompolo
 2080   68.27   22.30   330   Karesuando
 2081   68.27   22.26   330   Karesuando_A
 2086   67.46   22.21   315   Lainio
 2088   67.05   22.13   263   Kompelusvaara
 2092   67.57   23.28   240   Muodoslompolo
 2095   67.12   23.23   171   Pajala_A
 2096   67.13   23.24   168   Pajala
 2101   65.48   15.05   463   Hemavan_A
 2102   65.06   14.31  1036   Stekenjokk
 2103   65.47   15.04   793   Hemavan-Skorvfjalle
 2104   65.49   15.06   473   Hemavan
 2105   65.32   14.59   670   Abelvattnet_(Aut)
 2108   65.04   14.48   592   Klimpfjall
 2110   65.20   15.04   577   Gielas
 2112   66.34   16.21   500   Vuoggatjalme
 2116   65.49   16.43   350   Vindel-Bjorkheden
 2118   65.19   16.02   526   Dikanas-Skansnas
 2119   66.53   18.01   320   Kvikkjokk_Arrenjarka_A
 2120   66.57   17.45   315   Kvikkjokk
 2121   66.41   16.07   615   Mierkenis
 2122   66.32   17.40   453   Stenudden
 2123   66.19   17.05   552   Jakkvik 
 2124   66.02   17.52   432   Arjeplog
 2126   65.01   17.42   251   Gunnarn_A
 2128   65.01   17.41   275   Gunnarn_(Swe-Afb)
 2129   64.58   17.42 -9999   Gunnarn_Sol_(Aut)
 2130   66.29   16.26	481   Roparudden		
 2135   65.34   17.52   393   Buresjoen
 2136   65.30   18.57   453   Storberg
 2141   66.22   19.17   470   Nausta_(Aut)
 2142   66.38   19.39   263   Jokkmokk_(Swe-Afb)
 2143   66.13   19.08   570   Paljamyren_(Aut)
 2144   65.54   19.06   374   Suddesjaur
 2145   66.09   19.38   436   Tellejaur
 2146   66.30   19.41 -9999   Vajmat
 2147   65.09   18.36   363   Braennan
 2149   65.36   19.16   384   Arvidsjaur
 2151   66.29   20.10 -9999   Jokkmokk
 2152   66.18   20.25   173   Sudok
 2154   65.52   20.08   183   Vidsel_(Swe-Afb)
 2158   65.08   20.47   188   Fallfors
 2159   65.07   20.46   180   Fallfors
 2160   66.45   21.03   327   Natta_Mountain
 2161   66.45   20.56   327   Nattavaara
 2164   66.23   21.38   261   Palkem
 2169   65.52   21.27    39   Heden_(Swe-Afb)
 2170   65.45   21.46    18   Savast
 2171   65.49   21.42    18   Boden
 2172   65.41   20.58    48   Alvsbyn
 2173   54.40   21.04 -9999   Aelvsbyn
 2174   66.17   21.08   186   Lakatraesk
 2176   65.02   21.34     4   Ronnskar_(Aut)
 2181   66.16   22.51    62   Svartbyn
 2182   66.16   22.50    46   Overkalix
 2184   66.49   22.20   224   Paharova
 2185   65.33   22.08    34   Lulea_Kallax_(Afb)
 2186   65.33   22.08    20   Kallax_Lulea_(Afb)
 2188   65.19   22.22 -9999   Rodkallen
 2189   65.20   22.45    24   Farstugrunden_(Aut)
 2190   66.51   23.03   178   Korpilombolo
 2191   65.42   23.06     4   Storoen
 2196   65.50   24.09     6   Haparanda
 2197   65.49   24.07    16   Haparanda_A
 2198   65.44   23.06     7   Storohamn
 2199   66.37   23.28   132   Ylinenjaervi
 2200   63.59   12.52   425   Edevik
 2206   63.18   12.07   642   Storlien-Visjovalen
 2207   63.17   12.08   583   Storlien-Visjovalen(aut)
 2209   63.03   12.16  1035   Sylarna_(Aut)
 2215   63.26   13.05  1280   Areskutan_(Aut)
 2216   63.19   13.52 -9999   Mattmar
 2217   63.23   13.09   435   Bjornagen_Are
 2218   63.19   13.39   400   Morsil
 2219   64.30   14.13   550   Gaddede_A
 2221   63.50   13.30   717   Korsvattnet
 2222   64.30   14.08   328   Gaddede
 2223   63.58   13.43   680   Stensjon_(Aut)
 2224   63.46   14.26   475   Follinge-Vagskalet
 2225   63.12   14.30 -9999   Ostersund_Froson
 2226   63.11   14.30   376   Ostersund_Froson_Ab
 2230   64.13   15.33   310   Gubbhoegen
 2231   63.41   14.36   362   Foellinge
 2232   64.26   15.38   344   Norraker
 2233   65.32   15.23   545   Saxnas 
 2234   63.52   15.35   374   Stromsund
 2236   63.45   15.28   376   Hallviken
 2242   64.05   16.14   241   Hoting
 2243   63.41   16.57   214   Junsele_A
 2244   63.42   16.51   212   Junsele
 2245   64.35   16.51   349   Vilhelmina
 2247   63.09   16.10   184   Krangede
 2248   63.10   16.10   220   Krangede
 2252   64.27   17.05   352   Idvattnet
 2254   64.10   17.19   308   Aasele
 2256   64.43   17.26   575   Ristrask
 2258   63.00   17.46 -9999   Nyland
 2259   63.03   17.46    19   Kramfors_(Swe-Afb)
 2260   63.08   18.15   143   Vaestmarkum
 2261   64.33   18.43   211   Lycksele
 2263   64.05   18.22   327   Fredrika
 2265   63.39   18.33   183   Hemling
 2266   63.28   18.04    85   Bredbyn
 2267   63.24   18.58   107   Ornskoldsvik_Arpt
 2269   63.11   19.01    11   Skagsudde
 2270   64.55   19.28   298   Norsjoe
 2271   64.56   19.23   310   Norsjoe
 2274   64.16   19.38   181   Hallnas
 2275   63.55   19.45 -9999   Vannas
 2276   63.34   19.30 -9999   Nordmaling
 2278   63.11   19.01    13   Skagsudde_(Lgt-H)
 2282   64.34   19.42   258   Petistraesk
 2283   63.49   20.15    10   Umea_Robacksdalen
 2284   63.26   19.41     7   Jarnasklubb
 2286   63.48   20.17     8   Umea_Airport
 2287   63.49   20.52     8   Holmon
 2288   63.36   20.46     6   Holmogadd_(Lgt-H)
 2289   63.20   20.11    25   Sydostbrotten_(Lh)
 2292   64.23   21.19   105   Hoekmark
 2293   64.38   21.05    46   Skelleftea_Airport
 2296   64.29   21.35    40   Bjuroklubb_(Lgt-H)
 2297   64.29   21.35    43   Bjuroklubb_(Lgt-H)
 2300   62.35   12.13   780   Fjallnas
 2302   61.52   12.18   660   Idre_Storbo
 2303   62.44   12.44   995   Flatruet
 2304   61.51   12.16   670   Flotningen
 2306   61.08   12.49   465   Rorbacksnas
 2307   61.54   12.51   875   Idre_(Aut)
 2308   62.27   12.40   724   Tannas
 2310   62.48   13.04   580   Storsjo_Kapell
 2311   61.05   13.14   725   Saelen
 2314   62.06   13.15   610   Lofsdalen
 2316   61.42   13.10   437   Sarna
 2317   62.06   13.37   566   Dravagen
 2319   62.45   13.51   467   Boertnan
 2321   61.15   14.02   253   Aelvdalen
 2324   62.02   14.22   433   Sveg
 2325   62.30   14.09   803   Kloevsjoehoejden
 2326   61.39   15.00   455   Hamra
 2327   62.03   14.25   362   Sveg
 2328   61.15   14.02   250   Alvdalen
 2329   61.40   15.00   455   Hamra
 2330   62.45   15.06   342   Hunge
 2331   62.45   15.05   343   Hunge
 2334   62.02   15.28   259   Finneby
 2336   61.23   15.50   161   Edsbyn
 2337   62.17   15.40   320   Norrhoeg
 2338   61.22   15.43   185   Edsbyn
 2342   62.31   16.11   105   Fransta
 2343   62.30   16.17   100   Torpshammar
 2346   61.47   16.33    88   Delsbo
 2347   61.50   16.33    72   Delsbo
 2349   62.46   16.43   205   Sillre
 2354   62.23   17.18    80   Raasta
 2355   61.42   17.32    10   Kuggoren
 2361   62.38   17.57     8   Harnosand
 2363   62.31   17.41 -9999   Vastera
 2365   62.31   17.27     8   Timra_Midlanda
 2366   62.31   17.27     0   Timra_Midlanda
 2367   62.22   17.32    33   Alnon
 2368   62.13   17.45    18   Bramon_(Aut)
 2369   62.23   17.18 -9999   Sundsvall
 2372   61.37   17.27     5   Holick
 2375   59.21   16.43 -9999   Eskilstuna(Swe-Afb)
 2378   61.27   17.10    27   Soederhamn
 2382   62.37   18.04    10   Harno
 2400   60.21   12.39   292   Ostmark
 2402   59.52   11.58 -9999   Skillingmark
 2403   58.42   13.07    53   Naven
 2404   59.40   12.35    77   Arvika
 2406   59.17   12.03   110   Blomskog
 2407   58.29   12.29 -9999   Galleudde
 2408   59.13   12.05   171   Blomskog
 2409   59.03   12.42 -9999   Amal
 2410   60.41   13.43   308   Malung
 2411   59.40   12.38    67   Narvika
 2412   60.09   13.48   190   Gustavsfors
 2413   60.38   12.53   525   Brattmon
 2415   59.22   13.28    46   Karlstad_Sol_(Aut)
 2416   59.37   13.44 -9999   Molkom
 2417   58.46   13.15    55   Luro_(Aut)
 2418   59.22   13.28   100   Karlstadt_Airport
 2419   59.18   13.40 -9999   Sookojan
 2420   60.31   14.57   192   Mockfjard
 2422   59.37   14.11   130   Asphyttan
 2423   59.52   13.07   109   Sunne
 2424   59.57   14.57   200   Stalldalen
 2425   59.17   14.42 -9999   Villingsberg
 2426   60.09   13.48   188   Gustavsfors
 2427   59.19   14.34   153   Bofors
 2428   59.06   14.22   105   Atorp
 2429   50.49   14.11 -9999   Dagloesen
 2430   60.55   15.07   226   Backa
 2431   59.52   15.15   289   Kloten
 2432   59.14   15.03    55   Orebro
 2435   60.26   15.30 -9999   Borlange_(Swe-Afb)
 2437   59.24   15.55 -9999   Arboga_(Swe-Afb)
 2438   59.04   15.50    60   Vingaker
 2439   59.32   15.35    51   Fellingsbro-Finnake
 2440   60.58   16.27 -9999   Amotsbruk
 2441   60.58   14.30   197   Mora
 2442   60.50   16.03   348   Vintjarn
 2443   60.36   16.57    68   Gavle_Sandviken_Afb
 2444   60.10   16.19    68   Folkarna
 2446   59.35   16.38 -9999   Vasteras_Hasslo_Afb
 2448   59.12   16.55    33   Dunker
 2449   59.21   16.43    42   Eskilstuna
 2450   60.44   17.34     4   Eggegrund
 2451   60.53   17.55    22   Vastra_Banken_(Aut)
 2452   59.18   14.54   219   Kilsbergen
 2453   60.40   17.10 -9999   Gavle_(Aut)
 2454   60.45   17.21     3   Utvalnas
 2456   60.14   17.54    35   Films_Kyrkby
 2458   59.53   17.36    21   Uppsala_(Swe-Afb)
 2460   59.39   17.57    61   Stockholm_Arlanda
 2462   59.52   17.38    13   Uppsala_Universitet
 2464   59.21   17.57    15   Stockholm_Bromma
 2465   59.21   17.57    22   Stockholm_Bromma
 2467   59.23   17.32 -9999   Adelso
 2468   60.23   15.08   492   Stora_Spaansberget
 2469   59.11   17.55    45   Tullinge
 2470   60.32   18.23     5   Orskar_(Lgt-H)
 2472   60.07   15.07   240   Skeppmora
 2473   60.17   18.55     8   Understen
 2474   60.10   18.45    12   Singo
 2476   59.03   16.24    20   Floda
 2479   60.16   18.22 -9999   Osthammar
 2480   59.51   18.44    10   Norrtalje_Vasby
 2481   59.55   16.41    58   Sala
 2482   60.16   16.59    57   Kerstinbo
 2483   59.21   18.04    30   Stockholm_Kth_(Aut)
 2484   59.30   18.51 -9999   Husaro
 2485   59.20   18.03    52   Stockholm_(Aut)
 2486   59.22   17.31     6   Adelsoe
 2487   59.18   18.42    18   Stavsnas_(Aut)
 2488   60.32   18.23     9   Orskar
 2489   59.04   18.07     3   Harsfjarden
 2490   59.50   18.38    16   Svanberga_Aut
 2493   59.45   19.25    15   Soederarm_Aut
 2494   59.45   19.25     5   Soderarm_(Lgt-H)
 2495   59.33   20.01    24   Svenska_Bjorn_(Aut)
 2496   59.27   19.30    10   Svenska_Hogarna(Lh)
 2498   59.27   19.30    10   Svenska_Hogarna_Aut
 2499   59.09   19.08     3   Almagrundet_(Lgt-H)
 2500   58.54   11.00    35   Nordkoster
 2501   58.35   11.04    21   Vaderoarna_(Aut)
 2502   58.54   12.02   150   Dals-Ed
 2504   58.34   11.33 -9999   Svarteborg
 2505   58.06   11.20    16   Maseskar
 2507   58.38   11.26    80   Hud
 2508   58.06   11.21    14   Maseskar_(Lgt-H)
 2510   58.13   11.56    70   Ljungskile
 2511   57.56   11.47 -9999   Arsnas
 2512   57.47   11.53    20   Goteborg_Save
 2513   57.42   12.00     5   Goteborg_(Aut)
 2515   58.11   12.09    20   Torpabron_Aut
 2516   57.38   11.37    19   Vinga_(Lgt-H)
 2517   57.36   11.38    26   Trubaduren_(Lgt-H)
 2518   57.18   11.54     2   Nidingen_(Lgt-H)
 2519   57.16   12.07 -9999   Ringhals_(Aut)
 2520   58.26   12.42    51   Satenas_(Swe-Afb)
 2521   58.38   12.26 -9999   Erikstad
 2522   58.01   12.09 -9999   Alvhem
 2523   58.19   12.21 -9999   Trollhattan_Vaners
 2524   57.56   13.04   190   Molla
 2526   57.40   12.18   154   Goteborg_Landvetter
 2527   57.40   12.18   164   Goteborg_(Upr-Air)
 2528   57.30   12.42 -9999   Kinna-Orby
 2529   57.07   12.16 -9999   Varberg
 2530   58.54   13.15    50   Nashuvud
 2532   58.34   13.21   129   Vasterplana
 2533   58.23   13.15 -9999   Skara
 2534   58.17   13.48   181   Borgunda
 2535   58.27   13.58    98   Skovde_Airport
 2536   57.43   13.05   299   Dalsjofors
 2538   57.24   13.32   285   Hestra
 2539   57.07   12.47   122   Ullared_Aut
 2540   58.36   12.12   174   Kroppefjaell
 2541   58.58   14.54 -9999   Snavlunda
 2542   58.19   13.02    71   Haellum
 2543   58.39   14.08    95   Fagre
 2544   58.31   14.32    94   Karlsborg_(Swe-Afb)
 2545   58.34   14.34    93   Axstal
 2546   58.53   14.23   212   Gaardsjoe
 2548   58.06   14.25    94   Visingsoe
 2549   57.30   14.28   356   Tomtabacken
 2550   57.46   14.05   224   Jonkoping_Airport
 2551   57.47   14.11 -9999   Jonkoping
 2552   58.04   15.14   197   Malexander
 2553   57.55   14.05 -9999   Habo
 2554   58.43   15.02   225   Kettstaka
 2555   57.39   14.42   305   Nassjo
 2556   57.18   14.08   169   Hagskult
 2557   57.42   14.09    91   Flahult
 2558   58.41   16.19   153   Koolmarden
 2559   57.42   16.28    30   Gladhammar
 2560   58.48   15.07   215   Zinkgruvan
 2561   58.39   15.26    72   Kvarn
 2562   58.24   15.31    87   Linkoping_Malmen
 2563   58.24   15.41    18   Linkoping
 2564   58.04   15.14   195   Malexander
 2565   57.31   15.50   112   Hultsfred_(Swe-Afb)
 2566   57.24   15.50   101   Malilla
 2567   58.45   17.52    20   Landsort
 2568   57.04   15.58 -9999   Allgunnen
 2570   58.37   16.07    27   Norrkoping_Bravalla
 2571   58.35   16.15 -9999   Norrkoping_Kungsang
 2574   58.09   16.13    35   Falerum
